price_Item,restaurant_Id,ID,Name_Item
18.60,342,2247,"Scallop & Beef  Sliced prime filet of beet & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!"
27.90,233,1535,"St. Emilion, Chat. Fleur Cardinale, 1995"
8.70,123,833,Calvados Busnel VSOP
25.50,192,1275,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads"
23.60,49,311,Roast Pork w. Mixed Veg
22.90,17,117,"Half 2 lb Maine Lobster shrimp & scallops, accompanied with a selection of any four vegetables from our Antipasto Bar"
18.80,40,258,"Chardonnay, Estancia Estates 1996 (Monterey)"
29.10,20,140,Pot Roast Rabbit with Fennel & Olives
21.00,238,1573,Charles Heidsieck
22.30,110,736,Six Smoked Fish Assortment
34.20,401,2629,NY Shrimp Cocktail
27.00,73,468,112- Veuve Cliquot Brut N/V
16.40,6,45,Assorted Smoked Salmon & Shrimp
25.90,145,971,"PATE EN CROUTE, Lucien Tendret recipe since 1892"
16.40,152,1016,"GRILLED, SMOKED PORK TENDERLOIN WITH A SAVORY BACON CORNBREAD STUFFING, CARMELIZED SHALLOT DEMI-GLAZE"
25.20,56,359,New York Sirloin Steak
18.10,154,1029,"Saint-Romaine, Sous le Chateau, V. Girardin, 1999. (Burgundy)"
22.40,180,1203,Grill Portobello WITH SPINACH & ROAST PEPPER
28.40,166,1116,1 lb Chilled Lobster
23.20,365,2394,Green Salad
11.70,290,1921,114- Prosecco Brut N/V Zardetto
14.10,248,1634,Bean Curd w. Hot Sauce (meat)
23.30,411,2694,Fried Chicken Wings (4) w. Plain Fried Rice
18.40,215,1409,Caffe
16.20,31,200,Scrod
34.30,301,1982,"Pinot Noir Saintsbury Garnet, 1996, Carneros"
22.80,415,2721,Fried Shrimp (15) w. Pork Fried Rice
25.10,330,2174,Skewered Shrimp
36.50,359,2360,HOT FUDGE NAPOLEON
17.00,366,2400,"Moet et Chandon, Brut, NV (Epernay)"
16.50,99,648,Haricots Verts frais
14.90,50,314,House Special Mai Fun
31.90,203,1344,Skewered Shrimp
11.60,123,830,"The Frogs Flight: Foxen Chenin Blanc, Logan Chardonnay, Danzante Pinot Grigio"
19.70,270,1776,"Meritage, Trilogy, Flora Springs, 1997. (Napa Valley)"
19.70,270,1779,Sesame Chicken
17.00,269,1771,"White Meritage, Conundrum, Caymus Vinyards, 1999 (Napa Valley)"
30.80,286,1894,Hine
21.60,160,1068,"Mas de Gourgonnier, N. Cartier, 1997. (Provence)"
21.70,255,1682,"Fishermans Platter. Shrimp, Clam Fritters, Scallops, Clams & Haddock"
32.40,287,1895,"Sauvignon Blanc, Duckhorn, 1998, (Napa Valley)"
19.30,324,2134,Field greens vinaigrette
20.20,156,1041,Lemon & Lime Tart
23.80,181,1208,Crisp Field Greens Vinaigrette
18.00,101,665,Kung Po Baby Shrimp
22.90,196,1303,Margherita Pizza
33.20,293,1936,Ice Cream Sundae
27.30,336,2210,Wraps: W9  BBQ Chicken SautÃƒÂ©ed Onions & Peppers with a Pico de Gallo Salsa ... 6.25
18.10,0,4,Croft 90
33.30,399,2610,La Chiripada Vino Sonrojo (NM)
22.00,361,2369,"Chenin Blanc, Pine Ridge, 1999 (Napa Valley)"
24.20,396,2596,Fresh Squeezed OJ or Grapefruit Juice ... 1.75/2.95
22.90,112,748,Shrimp w. Broccoli in Garlic Sauce
21.30,216,1417,Buffalo Chicken Wings
24.60,338,2223,Gingered spring tomato bisque with baby rock shrimp and crÃƒÂ¨me fraiche.  Nine Fifty
16.50,272,1794,"Pouilly Fuisse, Les Chailloux, Philippe Forset, 1998 (Burgundy)"
19.60,233,1532,"CABERNET OF EGER 93, Lauder/Lang Vineyards"
27.00,320,2109,Grilled Honey Chicken Sandwich
28.80,299,1975,"Sauvignon Blanc, Honig, 1999 (Napa Valley)"
25.50,325,2142,"Cabernet Sauvignon, Duckhorn, 1986. (Napa Valley)"
31.00,263,1727,"Pinot Nero, Riserva 1995, J. Hofstatter (Alto Adige)"
27.80,103,683,Dim Sum (6)
14.50,305,2013,"Merlot, Poppy Hill, 1997.  (Napa Valley)"
28.30,20,137,"Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma)"
12.40,318,2093,"Homemade Seafood Sausage. Made with Shrimp, Salmon and White Fish...served with Savoy Cabbage and Mashed Potatoes."
19.70,7,48,"Wraps: W6  Italian Tuna Wrap (No Mayo No Oil), Plum Tomato, Leaf Lettuce & Sprouts ... 5.95"
19.10,136,914,Nantucket Nectars ... 1.65/1.95
32.80,238,1574,OUR VERY OWN APRICOT SORBET
21.20,2,16,House Special Chow Fun
33.40,280,1849,"Milk Chocolate Pyramid, Banana BrÃƒÂ»lÃƒÂ©e, Banana Sorbet"
27.30,217,1428,Fonds dartichauts
32.90,163,1089,PLUM TORTE
24.90,202,1339,"VEUVE CLICQUOT, GOLD LABEL CHAMPAGNE 89"
17.00,143,952,FRESH FRUIT TART
20.10,244,1610,OYSTERS:  Malpeque
18.90,56,360,Rib Tips w. Garlic Sauce w. French Fries
9.30,152,1015,Sauternes
27.00,216,1420,Salmon Club sandwich
30.00,24,162,SALADE NICOISE WITH FRESH TUNA AND PEELED JERSEY TOMATOES
32.70,350,2301,"Haut Medoc, Chateau Larose Trintaudon 1995 (Bordeaux)"
31.60,224,1473,Traditional Omelette made with egg whites
21.30,338,2219,POT AU FEU WITH MARROW BONE AND TRADITIONAL ACCOMPANIMENTS
16.90,123,831,"Bronx: Gin, Dry & Sweet Vermouth, OJ & Bitters"
24.40,328,2163,"Oysters Legal. Baked with Spinach, Cheese & Crumbs"
30.80,383,2513,VEAL CHOP PARMIGIANA (house specialty)
14.80,50,320,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
19.20,376,2470,"Margherita Pizza - tomato, mozzarella & basil"
21.50,271,1786,Smoked Sable
11.00,59,380,Rib Tips w. Garlic Sauce w. Shrimp Fried Rice
28.40,362,2375,"Kendall Jackson Vint. Reserve 1996, Calif."
20.40,276,1821,Franciscan Oakville Estates 95 Napa
24.80,83,542,Chicken Piccata
12.70,424,2789,Modern Liverwurst - with four pickled vegetables
18.30,111,741,Scallop w. Broccoli
31.00,306,2019,2004 SAUVIGNON Western Cape Sincerely Neil Ellis
33.70,378,2481,"RIESLING, DOMAINE PAUL BLANCK 96"
9.60,156,1045,"Pan Fried Scallops with Anchovy, Capers & Lemon"
29.70,147,983,"Horseradish Crusted Canadian Salmon: Potato Fritters, Marinated Cucumbers, Chive Vinaigrette"
15.10,363,2378,"Buffalo Chicken Wings, w. Pork Fried Rice"
30.50,353,2322,Hot & Sour Vegetable Soup
31.40,27,179,"Specialty Sandwiches: #6  Chicken Caesar:  Crisp Romaine, Plum Tomato & Caesar Dressing on Semolina Bread ... 6.25"
27.70,53,338,Tofu Honey Pie. tofu with Cream Cheese and Blueberry Topping
16.40,257,1693,Arctic Char
34.70,140,933,Shrimp w. Eggplant
13.30,88,568,Fried Chicken Nuggets (12)
20.20,207,1360,BACON AND CHEESE OMLETTE
34.30,383,2510,ENGLISH BREAKFAST TEA
21.60,413,2706,Boston Cream Pie
21.20,279,1838,Egg Roll (1)
32.60,337,2215,"FANTASIA portobellini mushrooms, zucchini, pesto, glazed onions & mozzarella"
13.40,92,601,LONG-STEM DRISCOLL STRAWBERRIES DIPPED IN CHOCOLATE
25.30,100,657,"Pinot Grigio Kettemeir, 1996, Italy"
13.60,391,2560,"Sauvignon Blanc, RH Phillips, 1999 (California)"
26.80,165,1108,"Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce."
20.10,81,523,Calamari. Regular or Spicy
18.50,155,1037,Shrimp Wontons. Fried or steamed...with Snap Peas and Jasmine Rice
41.00,411,2691,Chef Thomas Spicy Seafood Risotto Flavored With Fennel
20.90,256,1691,Apricot Wine w/ soda & fruit garnish
29.10,219,1436,Moo Shu Pork w. 4 Pancakes
22.70,299,1977,"Wraps: W4  Chicken Fajita Black Beans, Vermont Cheddar & Monterey Jack Cheese, Chopped Tomato & Avocado ... 6.25"
22.80,385,2523,New York Style Cheesecake
14.60,110,738,"Penne Al Pesto pine nuts, basil & parmigiano"
21.50,381,2501,Duchess potatoes
27.40,227,1495,"House Salad. A mix of Romaine and Mesclun with Red Onions, Tomatoes and Cucumbers...choice of Dressing"
23.50,259,1706,"Sauvignon Blanc, Jamesport, 1998 (North Fork L.I.)"
17.40,247,1631,Warm Marinated and Grilled Calamari. With grilled Onions and White Beans
13.60,131,882,Caramelized Sweetbread Tartlette with Black Truffles & Onions
10.50,424,2788,"Santa Cristina, Villa Antinori"
26.90,48,301,Irish Cream Italian Soda
32.60,27,180,Joes Buffalo Tenderloins
19.60,78,502,Mahi Mahi
31.80,34,225,Tomato Juice
9.00,142,947,Bouillabaisse
18.20,391,2564,VARIE INSALATINE FRESCHE CONDITE A PIACERE
33.40,245,1618,DIET COKE
18.90,265,1745,Fresh Shrimp Lo Mein
18.40,392,2572,Chimay
28.90,33,217,"Dalla Valle 1994, Napa"
21.30,415,2720,Cherrystone Clams. Six on the half shell...with any of the Littleneck garnishes
25.80,349,2297,Lemon Bar
21.90,136,910,Iced Flavored Coffee ... 1.75/1.95
32.30,354,2328,House Special Chop Suey
18.80,113,759,"Trancio Di Pesce Spado A La Livornese SAUTEED WITH ANCHOVIES, GREEN AND BLACK OLIVES, CAPERS, WHITE WINE & A TOUCH OF TOMATO SAUCE"
21.80,251,1652,"Riesling, Pacific Rim Bonny Doon, 1999. (Santa Cruz)"
14.00,195,1290,"TORTELLONI chicken & porcini filled, marscapone & truffle sauce"
31.50,201,1332,Nachos El Grande
26.20,55,350,Haricots Verts frais
18.30,91,589,Banana Pie. Banana with Non-Dairy Yogurt/Shredded Almond
20.10,32,204,Rib Tips w. Garlic Sauce w. Shrimp Fried Rice
23.50,390,2559,"Tropical Fruit Salad Mango, Papaya, Pineapple ...4.25"
32.60,24,160,Cote de Boeuf with haricot verts and Balthazar onion rings
16.00,121,818,"Valpolicella, Quintarelli 1993"
8.20,18,127,Sorbet
28.20,93,609,"Chenin Blanc, Pine Ridge, 1999 (Napa Valley)"
31.30,23,155,No Fat Sliced Yogurt Loaf Cake (Assorted) ...1.75
30.10,24,161,"Albarino, Morgadio, 1999. (Spain)"
29.30,277,1827,Cote de Boeuf with haricot verts and Balthazar onion rings
33.60,370,2429,"Merlot, Bogle"
12.40,266,1750,"Vouvray, Domaine Bourillon Dorleans, 1999. (Loire Valley)"
30.60,379,2486,Little Neck Clams
24.20,216,1415,French fries Lami Louis sytle
10.30,375,2463,2005 CLARET Napa Valley Newton
21.90,361,2366,Plateaux de Fruits de Mere
28.20,244,1607,"SautÃƒÂ©ed Prawns with Mushroom Tortellini, Grilled Tomato Vinaigrette & Sweet Corn"
24.70,374,2459,Margherita Pizza
16.50,116,780,Croissant...1.25
29.10,304,2005,"Shrimp & Scallop Salad, accompanied with a selection of any four vegetables from our Antipasto Bar"
19.40,214,1403,Spare Rib Tips
22.30,57,366,"213- Riesling 1999, Chateau Montelena (California)"
32.40,112,755,"Pinot Grigio, Campanile"
24.80,218,1433,Chocolate  Velvet
31.50,417,2735,"Chateau Beau-Site, Cru Bourgeois, St. Estephe, France 1996"
23.10,270,1783,ARUGOLA WITH A LEMON-OLIVE OIL DRESSING AND PARMESAN SHAVINGS
35.20,314,2073,"Southwestern Chicken Salad:  Cajun Chicken, Corn Salad, Black Bean Salsa over Mixed Greens ... 5.95"
28.60,140,937,Half a 1 1/2 lb. Lobster Cocktail
20.00,421,2769,Cheesecake Sorbet with fresh berries and strawberry coulis
17.60,357,2347,Fried Scallops (10) w. Plain Fried Rice
20.50,156,1043,"Onion Strings. Thinly sliced, battered and fried"
22.50,78,498,"Byron, Pinot Noir, Santa Maria Valley, USA 1997"
22.10,249,1640,Fresh Shrimp Chow Fun
30.50,101,667,Asian Chicken Salad
31.50,268,1762,Vegetable  Small - three selections
29.60,178,1192,"CASSOULET, J.J. Rachou recipe"
19.80,6,41,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bearnaise sauce
16.50,143,955,edamame
20.50,372,2439,Joes Deep Dish Apple Pie
29.10,385,2521,Ravenswood 96 Vintners Blend Zinfandel (CA)
23.90,56,355,"Cabernet Sauvignon, Girard, 1996. (Napa Valley)"
22.70,101,663,Avocado Stuffed with Crabmeat
25.50,0,0,Drambuie
24.90,90,577,Homemade Iced Tea  or Lemonade ... 1.65/1.95
23.20,135,905,"San Felipe Style Fish Tacos, fresh whitefish, Daves secret sauce, cabbage, pico de gallo, and white and yellow cheddar served in 2 soft corn tortillas and accompanied by guacamole, cilantro rice and pinto beans"
28.10,341,2237,"Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90)"
18.00,344,2260,Eggs Benedict with Smoked Salmon
15.80,35,232,Apples
24.10,269,1769,"CAJUN FRIED POPCORN SHRIMP, with Creole Sauce"
18.40,190,1262,Tofu Honey Pie. tofu with Cream Cheese and Blueberry Topping
20.70,223,1466,Mussels Au Gratin. With garlic
23.70,235,1551,Chicken Breast
28.20,354,2326,Buffalo Chicken Wings
27.50,269,1774,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
21.80,320,2108,"Classic Sangiovese, Atlas Peak"
27.60,237,1563,"Pinot Noir, Acacia, 1999.  (Carneros)"
28.90,183,1223,Bittersweet and white chocolate cream with fresh fruit sauce
29.70,181,1209,Roasted Almonds
14.80,8,53,Chicken Fried Rice
28.40,418,2748,Braised Pork Loin stuffed with sweet sausage and served with artichoke and zucchini
22.30,116,785,"Shrimp & Chicken, Hunan Style Jumbo shrimp & chicken sauteed w. baby corn, straw mushrooms, red pepper & garden vegetable in Hunan style."
37.50,323,2121,Mashed Potatoes
17.50,384,2518,Dannon Fat Free Yogurt ... 1.50
27.60,352,2313,Charles River Pie
23.70,169,1135,"Assorted Dinner. Shrimp, Scallops & three cuts of Fish"
15.10,126,853,MARYLAND CRAB CAKE
24.60,181,1212,641 Inniskillin Ice Wine 2001 Sparkling
22.70,124,842,"Brunello Di Montalcino, Altesino 1993 DOCG (Tuscany)"
21.10,210,1382,Beef w. Mixed Vegetables
32.40,414,2714,Bloody Mary
15.00,161,1079,"Dolcetto DAlba, Guiseppe Cortese 1996 DOC (Piedmont)"
27.60,403,2638,Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon
28.10,328,2161,San Pellegrino Sparkling Water
18.10,108,718,Rib Tips w. Garlic Sauce
10.10,367,2409,"Chardonnay, Ariel, N.V. 2% alcohol (California)"
13.60,26,170,Grillatti Di Verdura ASSORTED GRILLED VEGETABLES
30.70,314,2066,Open Grilled Cheese Sandwich with Tomato and Bacon
10.60,88,570,"RIESLING, DOMAINE PAUL BLANCK 96"
20.80,271,1787,Lake Tung Ting Shrimp Shrimp w. Chinese vegetable & black bean in hot egg sauce
18.80,104,689,"Mexicano - latte, chocolate sauce & whipped cream"
27.40,353,2320,"Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable."
22.90,124,839,ginger creme brulee
14.00,367,2406,"Saint-Romaine, Sous le Chateau, V. Girardin, 1999. (Burgundy)"
31.70,374,2456,Chicken Liver and Foie Gras Mousse with red onion confit and grilled country bread
17.90,97,637,Beef w. Mixed Vegetables
28.40,43,272,Atlantic Oysters
15.00,160,1070,Roast Pork Yaga Mein
28.30,275,1812,Cream of Cauliflower Soup
25.50,414,2716,New York Style Cheesecake With strawberry sauce
24.80,141,942,Orangina ... 1.50
29.40,272,1793,"Merlot, Newton 95"
14.90,99,646,"Stonestreet, Alexander Val. 1994, Napa"
25.30,226,1486,Grilled Dry Aged Rib Eye Steak
21.70,308,2033,Pork w. Mixed Veg
15.00,79,509,Quady Essensia 95
19.20,101,662,Roasted Chicken and Wild Greens
22.90,407,2670,"Veuve Cliquot, La Grande Dame, 1989"
26.10,416,2728,"Gruet, Brut, NV. (New Mexico)"
24.60,12,85,Chicken Liver Toast
34.50,23,156,Jalapeno Smoked Salmon
27.00,315,2077,American
32.60,162,1083,Shrimp Chow Mein
27.20,124,841,Chicken Mulligatawny
34.20,343,2254,San Pallegrino
27.30,261,1716,Roast Pork Chow Fun
32.90,332,2192,Ice Cream Sundae
15.00,363,2381,PLUM TORTE
31.80,388,2537,"Pollo Tre colori BREAST OF CHICKEN WITH BRAISED RADICCHIO, ARUGOLA, ENDIVE & PLUM TOMATOES"
24.10,9,59,Beef Chop Suey
17.80,241,1591,Mixed Vegetable Delight
27.00,277,1825,"Valpolicella, Quintarelli 1991 DOC (Veneto)"
24.50,172,1149,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime"
19.60,176,1178,Shrimp w. String Bean
13.00,109,729,"Apple Fruit Spritzer - Apple juice, club soda & a twist of lime"
27.60,397,2601,Roasted Baby Lamb Chops: full rack of herb crusted baby chops & three vegetable antipasti
25.20,383,2512,Fried Scallops (10) w. French Fries
21.40,58,372,"Jean Lallement: Champagne, Pinot Noir, Chardonnay"
22.10,107,713,"Pinot Noir, Chalone, 1999. (Monterey)"
13.50,402,2637,Kenwood 96 Sauvignon Blanc (Sonoma)
23.70,284,1872,"Portuguese Fishermans Stew. Cod, Mussels, Clams and Chorizo in a Saffron Tomato Broth...Garlick Toasts"
27.30,149,999,Gundellini Champagne aperitif
12.50,79,510,"Rosso Del Conte, Regaleali 92"
20.00,283,1864,"ROASTED HALIBUT roasted tomatoes, caper berries, green olives & thyme"
26.90,101,666,Mixed Vegetable Chow Fun
30.80,300,1981,Iced Cappuccino
19.10,3,26,"Antipasti Fellinis CLAMS, MUSSELS, SQUID, SHRIMP, STUFFED MUSHROOMS & EGGPLANT ROLLANTINO"
17.30,60,382,"Cabernet Sauvignon, Pedroncelli Three Vineyards 1995 (Sonoma)"
16.30,131,881,Warm Goat Cheese and Grilled Vegetable Salad
25.10,122,825,CHILLED BUTTERNUT SQUASH SOUP WITH DILL
15.10,267,1760,"Vongole Pizza - clams, mozzarella & pepperoncino"
14.40,327,2149,Samuel Smith Pale Ale
28.60,100,652,"Oysters Legal. Baked with Spinach, Cheese & Crumbs"
32.50,145,966,"LUGANA, D.O.C. F.LLI FRACCAROLI, 1986"
22.50,29,186,grilled baby squid with marinated cucumber and spicy miso sauce
21.10,305,2010,Mango Sorbet
14.20,118,797,"Caymus Special Select, 1994"
38.90,377,2474,Camembert
13.90,380,2495,"Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE"
8.60,173,1157,"Meritage, Trilogy, Flora Springs, 1997. (Napa Valley)"
27.20,149,1000,Beef Fried Rice
24.50,240,1584,Unfiltered Apple Juice
12.80,18,122,Marinated Olives
30.50,151,1010,DIET COKE
29.10,36,235,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bÃƒÂ©arnaise sauce
8.90,195,1295,"Slow Poached Farm Egg In a Jar- with Maine lobster, crosnes and sea urchin froth"
24.30,303,1997,Cappuccino
21.40,409,2678,"Gewurtzraminer, Beringer"
9.80,31,199,Subgum Chicken Chow Mein
16.40,160,1071,Glenlivet
26.80,393,2574,Hot & Spicy Shreeded Chicken
14.60,10,71,"Frogs Leap, 1995, Napa"
28.50,6,38,Brie
18.00,336,2212,"Special Pastrami Maki Rolls - pastrami salmon, sturgeon, cucumber, avocado"
13.20,173,1160,Spicy Shandong Baked Bluefish. With Sugar Snap peas and Jasmine Rice
24.50,297,1956,Mixed field greens in a sherry vinaigrette
29.80,193,1283,Sauteed Broccoli w. Garlic Sauce
25.40,412,2698,2004 MERLOT California Blackstone
20.00,288,1908,"Insalata Tre colori ENDIVE, ARUGOLA & RADICCHIO"
16.30,63,399,Green Salad
20.00,39,252,GNOCCHI CON FEGATINI DI POLLO chicken livers
34.20,287,1896,Arctic Char
25.90,168,1128,Plain Lobster Sauce
14.30,186,1245,"CLOS DES MOUCHES, CHANSON 92"
27.80,58,374,Baked Potato
23.10,65,418,"Brundlmayer: Austria, Pinot Noir, Pinot Blanc"
26.50,12,81,"Pierre Gimonnet: Champagne, Chardonnay, 99"
11.20,67,433,Chicken w. Broccoli in Garlic Sauce
19.90,338,2224,"Southern Fried Quail with Greens, Huckleberries, Pecans & Blue Cheese"
36.20,416,2732,GELATI FATTI IN CASA
24.50,62,396,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip
25.90,316,2080,Joes Caesar Salad
13.50,185,1238,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing"
32.80,323,2125,Unfiltered Apple Juice
15.50,178,1186,Shredded Pork w. String Beans
16.60,115,777,Chocolate Raspberry Cake
31.80,264,1738,Shellfish Platter
30.00,192,1277,Orangina ... 1.50
30.10,40,256,Rice Pudding ... 2.50
17.30,248,1632,Hot & Spicy Chicken
19.90,39,247,"Seafood Linguini - lobster, salmon, shrimp, clams, snapper, mahi mahi"
19.40,8,52,TOASTED ORANGE SAVARIN
19.90,47,298,111- Moet & Chandon Brut Imperial N/V
25.20,208,1371,Beef w. Mixed Vegetables
15.90,97,632,ONION SOUP gratinee
19.30,363,2380,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip
25.00,252,1662,Mushroom Egg Foo Young
30.90,220,1443,"SHREDDED MELODY  Shredded Soy Gluten Sauteed with Celery, Carrots, Zucchini and Pine Nuts in a Spicy Sweet Sauce (Taro Spring Roll, Brown Rice)"
28.20,189,1259,Chicken w. Garlic Sauce
34.30,168,1124,Subgum Shrimp Chow Mein
18.20,256,1687,"STURGEON SCHNITZEL, OUR SPECIALTY, WITH CUCUMBER SALAD AND SAUCE REMOULADE"
11.90,391,2563,"Viognier, Alban Vineyards, 1998 (Central Coast)"
34.00,251,1658,"Ferrando: Piedmont, Erbaluce"
20.80,190,1263,"Warm asparagus, vinaigrette"
11.20,170,1141,"After 10 pm- American Cheese Burger bacon, crispy onions & fries"
22.30,7,49,Steamed Broccoli w. Shrimp & Chicken
13.10,63,406,"Macon Villages, Bourdon V. Vignes  1996"
19.00,203,1342,"Caymus Special Select, 1994"
30.10,93,603,Cappuccino
26.70,36,233,China Black Iced Tea
24.90,412,2703,French Dressing
13.10,351,2307,Big Muffins...1.65:  Honey Raisin Bran Ã¢Â€Â¢ Blueberry Ã¢Â€Â¢ Banana Nut Ã¢Â€Â¢ Carrot Ã¢Â€Â¢ Cranberry Orange Ã¢Â€Â¢ Corn Ã¢Â€Â¢ Apple Cinnamon Raisin Ã¢Â€Â¢ Lemon Popply Ã¢Â€Â¢ Almond Ã¢Â€Â¢ Chocolate Chip
26.50,233,1530,"Sauvignon Blanc, Chateau Souverain"
15.00,142,949,"Pomerol, Chateau Lagrance 94"
24.10,312,2057,Desserts
31.70,224,1474,"Crispy Chicken Wings w. Garlic Sauce, w. Chicken Fried Rice"
28.50,151,1011,"Wraps: W4  Chicken Fajita Black Beans, Vermont Cheddar & Monterey Jack Cheese, Chopped Tomato & Avocado ... 6.25"
29.80,12,83,"Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce."
27.20,365,2393,Pork w. Mixed Veg
32.80,16,114,Beef w. Mixed Veg
19.10,18,124,OUR VERY OWN APRICOT SORBET
25.60,114,769,"Veuve Cliquot, La Grande Dame, 1989"
22.70,272,1795,Chocolate Milk ... 1.50
33.40,204,1347,"Foreau: Vouvray, Chenin Blanc"
19.40,257,1694,Grilled Chicken Sandwich. Topped with melted Cheese and crisp Bacon
18.50,380,2493,Moo Shu Beef w. 4 Pancakes
20.80,370,2431,Carrot Cake Square
24.40,322,2120,Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce
10.70,318,2094,"Cabernet Sauvignon, Rabbit Ridge"
34.90,295,1946,Joes Blackened Grilled Potatoes
22.40,389,2546,Chicken Egg Foo Young
30.40,134,899,Tea
11.10,108,719,AMERICANO
20.50,30,195,Gouden Carolus
31.40,33,213,Half-Sandwich (Curried Chicken Salad) and Soup of the Day
19.70,82,528,China Black Iced Tea
12.80,276,1819,114- Prosecco Brut N/V Zardetto
20.20,401,2628,Butterfly Shrimp w. Bacon
30.50,113,758,"ENDIVE SALAD WITH GRAPES, PEARS, WALNUTS AND CRUMBLED STILTON"
28.20,265,1747,"Fresh Oysters from Diamond Point,  N. Y"
25.30,261,1718,Sliced Chicken Breast Sandwich
27.60,105,693,Char-grilled cold water lobster tail on herb spun angel hair with a srirachi garlic viniagrete.  Thirteen
21.50,56,356,Evian
15.60,230,1510,SOFT SHELL CRAB SANDWICH ON TOASTED RYE BREAD WITH SAUCE TARTARE
24.10,329,2172,THE ORIGINAL ILONA TORTE
20.40,332,2189,Mustard Crusted Tuna Teriyaki
16.70,278,1832,Veal Chop with Wild Mushrooms & Potato Gnocchi
34.70,398,2604,"SAMPLER OR OUR LENTIL, CUCUMBER & POTATO SALADS"
22.70,306,2018,Fortune Cookies
24.20,326,2147,"Clay Pot Roasted Baby Chicken, carrots, zucchini, peppers & roasted potatoes"
19.80,108,717,Kunde 96 Chardonnay (Sonoma)
24.70,93,604,"Scallop & Chicken Sliced chicken & round scallops sauteed w. snow pea pods, baby corn, straw mushroom in brown sauce. A real treat!"
32.20,263,1730,Fantasia Di Mari SEAFOOD SALAD
26.20,288,1903,"Vernaccia di San Gimignano, Tuscany Teruzzi Puthod 1996"
19.20,116,786,"Canoe Ridge, Merlot, Columbia Valley, USA 1997"
19.00,110,739,Grgich Hills 1995 Napa
22.60,129,870,Half-Sandwich (Curried Chicken Salad) and Soup of the Day
27.40,311,2050,Open Grilled Cheese Sandwich with Tomato and Bacon
39.70,413,2711,Veal Chop with Wild Mushrooms & Potato Gnocchi
13.30,82,529,Sandeman Don Fino Dry Sherry
19.00,251,1659,Chocolate Raspberry Cake
30.40,296,1952,FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI
14.20,367,2407,Guinness
15.60,205,1352,Chow Gai Kew (Chicken) Deep fried chicken w. Chinese vegetables
8.60,305,2011,Rhode Island Fried Calamari. Hot Peppers & Garlic
20.60,359,2361,Hanger Steak
22.40,3,21,"Tarte FlambÃƒÂ©e - Alsatian thin crust tart with crÃƒÂ¨me fraÃƒÂ®che, onion and applewood smoked bacon"
18.40,97,634,"MENETOU SALON, CLOS BLANCHAIS, HENRY TELLE 96"
33.20,255,1684,Bar-B-Q Spare Ribs
39.90,423,2783,Fraise
29.40,328,2164,"SautÃƒÂ©ed Skate with haricots verts, shallots, chives and a hazelnut brown butter"
24.80,347,2287,"Cabernet, Pedroncelli"
18.90,141,943,"Balthazar Salad with haricots verts, asparagus, fennel, ricotta salata and truffle vinaigrette"
13.80,128,862,Moo Shu Chicken w. 4 Pancakes
16.30,130,875,"Mexicano - latte, chocolate sauce & whipped cream"
