price_Item;restaurant_Id;ID;Name_Item;error
2980;334;2201;Christers Champagne Cocktail with Black Currant Sorbet;
2250;244;1606;Cinnamon Raisin Danish ...1.60;
2780;27;176;Cinnamon Sticky Buns ...2.25;
2360;133;895;Cinnamon Sticky Buns ...2.25;
1670;65;417;Cinnamon Sticky Buns ...2.25;
2680;234;1537;Cinnamon Sticky Buns ...2.25;
1270;108;721;Cinzano Bianco Vermouth - on the rocks with a slice of lemon;
2950;376;2471;Cinzano Bianco Vermouth - on the rocks with a slice of lemon;
3230;33;220;Cinzano Bianco Vermouth - on the rocks with a slice of lemon;
2280;98;641;Clam Fritters. With Bacon...Roasted Red Pepper Sauce. Great with Chowder!;
2020;120;813;Classic French Apple Tart, Vanilla Ice Cream;
2180;320;2108;Classic Sangiovese, Atlas Peak;
2560;42;270;CLAY POT ROASTED BABY CHICKEN summer vegetables;
2270;355;2336;CLAY POT ROASTED BABY CHICKEN summer vegetables;
2420;326;2147;Clay Pot Roasted Baby Chicken, carrots, zucchini, peppers & roasted potatoes;
3060;84;543;Clay Pot Roasted Baby Chicken, carrots, zucchini, peppers & roasted potatoes;
3090;220;1446;Claypot Roasted Salmon, Langostino tomato sauce & roasted potatoes;
2200;351;2309;Claypot Roasted Salmon, Langostino tomato sauce & roasted potatoes;
2020;333;2195;Claypot Roasted Salmon, Langostino tomato sauce & roasted potatoes;
1430;186;1245;CLOS DES MOUCHES, CHANSON 92;
2700;40;255;CLOS DES MOUCHES, CHANSON 92;
2130;46;289;Clos Pegase Hommage, 1994, Napa;
2700;218;1435;Cobb Salad Royale with Lobster;
930;327;2157;Cobb Salad Royale with Lobster;
3080;308;2029;Cobb Salad:  Poached Chicken Breast, Sliced Avacado, Sprouts, Mushrooms over our Crisp Garden Salad ... 5.95;
2020;284;1871;Cobb Salad:  Poached Chicken Breast, Sliced Avacado, Sprouts, Mushrooms over our Crisp Garden Salad ... 5.95;
2550;301;1985;Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing;
1350;185;1238;Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing;
2050;262;1725;Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing;
1085;173;1159;Coconut Shrimp Jumbo shrimp, battered and dipped in shredded coconut, fried golden brown and served with a Chinese pesto dipping sauce, pineapple chutney, yogurt cucumbers and steamed rice;
1530;214;1404;Coconut Shrimp Jumbo shrimp, battered and dipped in shredded coconut, fried golden brown and served with a Chinese pesto dipping sauce, pineapple chutney, yogurt cucumbers and steamed rice;
1810;95;617;Coconut Shrimp Jumbo shrimp, battered and dipped in shredded coconut, fried golden brown and served with a Chinese pesto dipping sauce, pineapple chutney, yogurt cucumbers and steamed rice;
2760;281;1856;COKE;
1880;54;343;Cold Lobster Plate: lobster, shrimp & scallops & three vegetable antipasti;
2760;361;2371;Cold Lobster Plate: lobster, shrimp & scallops & three vegetable antipasti;
2770;0;2;Cold Poached Atlantic Salmon: three vegetable antipasti;
1530;146;976;Columbia Crest 95 Merlot (Columbia Valley);
3400;338;2221;Columbia Crest 95 Merlot (Columbia Valley);
2970;107;710;Consomme, Cold;
2020;79;506;Consomme, Cold;
1410;409;2680;Consomme, Cold;
1410;121;820;CONSOMME, HOT;
1120;68;439;CONSOMME, HOT;
2900;194;1289;Corpse Reviver: Gin, Triple Sec, Lillet, Pastis;
3340;83;540;Cosentino 1995, Carneros;
1720;419;2754;Cosentino 1995, Carneros;
1190;173;1156;Cosentino The Zin, 1995, Napa;
1400;88;565;Costilla Di Cerdo GRILLED PORK CHOP;
2440;280;1850;Costilla Di Cerdo GRILLED PORK CHOP;
1600;151;1013;Costilla Di Cerdo GRILLED PORK CHOP;
3260;24;160;Cote de Boeuf with haricot verts and Balthazar onion rings;
2930;277;1827;Cote de Boeuf with haricot verts and Balthazar onion rings;
2480;111;746;Coteaux du Languedoc, Prieure De St-Jean De Babian 1996 (Languedoc);
1020;173;1153;Cotes de Gascogne, Domaine Duffour, 1999 (Gascogne);
2060;134;897;Cotes de Gascogne, Domaine Duffour, 1999 (Gascogne);
2580;298;1963;Cotes de Gascogne, Domaine Duffour, 1999 (Gascogne);
1330;92;596;Cotes du Rhone, Rasteau, J. Bressy, 1998 (Rhone);
2000;260;1713;Cotes du Rhone, Rasteau, J. Bressy, 1998 (Rhone);
2850;98;644;Country Mashed Potatoes, skin on;
2670;387;2532;Country Mashed Potatoes, skin on;
3410;245;1615;Country Mashed Potatoes, skin on;
1910;237;1561;Crab Roll. Maine Crab Salad in a warm buttery New England Bun...with Fries;
2120;77;493;Crab Roll. Maine Crab Salad in a warm buttery New England Bun...with Fries;
2180;300;1979;Crabmeat Hand Roll - fresh crab meat, cucumber, scallion, avacado;
2100;141;940;Crabmeat Hand Roll - fresh crab meat, cucumber, scallion, avacado;
1380;26;169;Crabmeat Hand Roll - fresh crab meat, cucumber, scallion, avacado;
3000;279;1843;Cranberry Fruit Spritzer - Cranberry juice, club soda & a twist of lime;
1720;125;844;Cranberry Fruit Spritzer - Cranberry juice, club soda & a twist of lime;
3200;262;1722;Crazy Harrys Cobb Salad;
2830;275;1812;Cream of Cauliflower Soup;
1750;367;2403;Cream of Cauliflower Soup;
3140;11;77;Cream of Cauliflower Soup;
2020;131;876;Creamed Spinach;
2010;64;407;Creamed Spinach;
1350;372;2443;Creamed Spinach & Leeks;
1980;385;2525;Creme Soda;
1940;111;742;Creme Soda;
2510;138;927;Creme Soda;
2380;181;1208;Crisp Field Greens Vinaigrette;
2620;277;1823;Crispy Chicken Wings w. Garlic Sauce;
2950;288;1902;Crispy Chicken Wings w. Garlic Sauce, w. Beef Fried Rice;
3170;224;1474;Crispy Chicken Wings w. Garlic Sauce, w. Chicken Fried Rice;
1880;226;1483;Crispy Chicken Wings w. Garlic Sauce, w. Chicken Fried Rice;
1240;67;429;Crispy Chicken Wings w. Garlic Sauce, w. Pork Fried Rice;
2480;317;2088;CRISPY RED CORN RELLENO FILLED WITH ISACS ROASTED DUCK AND BLACK BEAN MOLE, JALAPENO - MANGO SALSA AND CREME FRAICHE;
2370;169;1131;Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga;
1540;49;308;Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga;
1810;0;4;Croft 90;
1650;116;780;Croissant...1.25;
2720;240;1586;CROSTATA CALDA CON GRUTTA FRESCA;
3340;191;1267;CROSTATA CALDA CON GRUTTA FRESCA;
830;130;874;Crozes-Hermitage, Vidal Fleury, 1994;
2950;194;1287;Crusted Tuna - Asian vegetables and ginger sauce;
2500;242;1601;Crystal Geyser Mineral Water;
3040;207;1363;Cuvaison, Chardonnay, Carneros, USA 1999;
3380;332;2188;Cuvaison, Chardonnay, Carneros, USA 1999;
1870;94;616;Cuvaison, Chardonnay, Carneros, USA 1999;
2980;392;2568;Cuvee Dom Perignon 1990, Epernay;
3200;423;2781;Cuvee Dom Perignon 1990, Epernay;
2890;33;217;Dalla Valle 1994, Napa;
2380;307;2020;Dalla Valle 1994, Napa;
1750;384;2518;Dannon Fat Free Yogurt ... 1.50;
3020;280;1851;Dannon Fat Free Yogurt ... 1.50;
2170;148;987;Daurade tartare, extra virgin olive oil;
1970;75;481;Daurade tartare, extra virgin olive oil;
2800;102;670;DAVES PASTA vegetarian style with marinated tofu;
2100;162;1084;DAVES PASTA, strips of grilled chicken breast, corn,tomatoes, shiitake mushrooms and scallions, with linguine, bleu cheese, chipotle chile and butter;
1930;258;1702;Decaf coffee or Herbal Tea ... ..96 ... 1.18 ... 1.44;
3170;322;2118;Decaf coffee or Herbal Tea ... ..96 ... 1.18 ... 1.44;
2800;103;677;Delamain XO;
2410;312;2057;Desserts;
3340;245;1618;DIET COKE;
3050;151;1010;DIET COKE;
2230;182;1213;DIET COKE;
2780;103;683;Dim Sum (6);
2310;169;1132;Dim Sum (6);
2560;176;1172;Dim Sum (6);
3580;389;2547;Diver Sea Scallops, sauteed vegetables & lentil salad;
2580;105;698;Diver Sea Scallops, sauteed vegetables & lentil salad;
1670;8;58;Dolcetto DAlba 1999, Gianni Voerzio (Piemonte);
1500;161;1079;Dolcetto DAlba, Guiseppe Cortese 1996 DOC (Piedmont);
2945;45;283;Dom Perignon;
2770;330;2179;Dom Perignon, 1990;
2800;412;2704;Dom Perignon, 1990;
1130;18;123;Domaine Carneros, Brut, 1992, Napa;
3670;423;2779;Domaine Carneros, Brut, 1992, Napa;
1970;17;118;Domaine Carneros, Brut, 1992, Napa;
1630;115;779;Domaine Carneros, Brut, 1992, Napa;
2240;26;168;Domaine Chandon, Reserve;
3180;261;1717;Domaine Chandon, Reserve;
2040;221;1449;Domaine Chandon, Reserve;
2550;382;2506;Domaine St. Michelle, Brut NV;
2000;77;491;Domaine St. Michelle, Brut NV;
2160;414;2715;Double Happiness  Jumbo shrimp & tender beef stir-fried w. garden vegetable;
2300;254;1673;Double Happiness  Jumbo shrimp & tender beef stir-fried w. garden vegetable;
1530;366;2399;Dr. Pepper;
1740;2;12;Dr. Pepper;
2780;103;685;Dr. Pepper;
2030;310;2039;Dr. Pepper;
2550;0;0;Drambuie;
1220;266;1755;Drambuie;
2920;103;681;Dry Sauteed String Bean (meat);
1944;242;1600;Dubonnet;
2200;128;860;Dubonnet;
3000;199;1319;Dubonnet;
2400;309;2037;Duchess potatoes;
1320;79;508;Duchess potatoes;
2150;381;2501;Duchess potatoes;
2090;243;1605;Duchess potatoes;
2220;280;1848;DUCK CONFIT, POTTED AND CRISPED WITH A RAGOUT OF TOMATOES, EGGPLANT & FARRO;
1830;188;1254;Duck Egg with Tuna Bottarga;
940;126;849;Duck Egg with Tuna Bottarga;
2140;228;1497;Duck Egg with Tuna Bottarga;
1650;318;2091;Duck Shepherds Pie;
3040;45;284;Duck Shepherds Pie;
2260;256;1692;Duck Shepherds Pie;
2590;91;588;Duck Shepherds Pie;
3250;36;234;Duckhorn 1995, Napa;
1900;184;1234;Duckhorn 1995, Napa;
1660;357;2343;Duvel;
1960;5;34;Duvel;
2080;200;1327;Duvel;
1990;358;2353;Duvel;
1650;143;955;edamame;
1790;209;1377;Egg mayo;
1530;71;458;Egg mayo;
2290;259;1709;EGGPLANT IN GARLIC SAUCE Eggplant and Green Vegetables in Spicy Garlic Sauce (Taro Spring Roll, Brown Rice);
3840;355;2332;EGGPLANT IN GARLIC SAUCE Eggplant and Green Vegetables in Spicy Garlic Sauce (Taro Spring Roll, Brown Rice);
1340;116;781;Eggs Benedict;
1800;344;2260;Eggs Benedict with Smoked Salmon;
2790;246;1620;Eggs Benedict with Smoked Salmon;
3050;113;758;ENDIVE SALAD WITH GRAPES, PEARS, WALNUTS AND CRUMBLED STILTON;
3020;334;2203;ENDIVE SALAD WITH GRAPES, PEARS, WALNUTS AND CRUMBLED STILTON;
3430;383;2510;ENGLISH BREAKFAST TEA;
2050;310;2045;ENGLISH BREAKFAST TEA;
2010;187;1246;Entrana GRILLED SKIRT STEAK;
2250;409;2677;Entrana GRILLED SKIRT STEAK;
3470;54;344;Escargots in garlic butter;
1730;375;2465;Escargots with garlic and parsley butter;
2560;352;2312;Espresso ... 1.50 ... 2.00;
1880;190;1260;Est! Est! Est!, Falesco 1996 (Lazio);
2880;382;2509;Est! Est! Est!, Falesco 1996 (Lazio);
2150;56;356;Evian;
2890;140;934;Eyrie Vineyards 1996, Willamette, Oregon;
2970;250;1648;Eyrie Vineyards 1996, Willamette, Oregon;
3220;263;1730;Fantasia Di Mari SEAFOOD SALAD;
2500;179;1198;Fantasia Di Mari SEAFOOD SALAD;
3260;337;2215;FANTASIA portobellini mushrooms, zucchini, pesto, glazed onions & mozzarella;
2850;291;1927;FANTASIA portobellini mushrooms, zucchini, pesto, glazed onions & mozzarella;
2600;97;638;Fegatini di Pollo chicken livers & crostini served hot in a clay pot;
3240;153;1025;Fendant, Vetroz Les Terrasses, 1996. (Switzerland);
3400;251;1658;Ferrando: Piedmont, Erbaluce;
1610;241;1592;Ferrando: Piedmont, Erbaluce;
3120;134;902;Ferrando: Piedmont, Erbaluce;
1540;9;62;Ferrando: Piedmont, Erbaluce;
2210;227;1492;Ferrando: Piedmont, Erbaluce;
2010;213;1398;Fettuccine Alfredo FETTUCCINE WITH CREAM SAUCE;
3000;202;1338;Fettuccine Alfredo FETTUCCINE WITH CREAM SAUCE;
1600;107;715;Fettuccine Carbonara FETTUCCINE WITH BACON, CHEESE, ONIONS & EGG;
1660;4;28;Fettuccine Carbonara FETTUCCINE WITH BACON, CHEESE, ONIONS & EGG;
1730;105;696;FETTUCINE AL FRESCO Bucheron goat cheese, fresh tomato & basil;
2450;54;348;Field greens vinaigrette;
1930;324;2134;Field greens vinaigrette;
890;92;600;Filet Mignon;
1650;304;2008;Filet Mignon  - wild mushrooms, cabernet sauvignon reduction and mashed potatoes;
1710;130;872;Filet Mignon 8 oz.;
2800;397;2602;Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad;
1040;119;805;Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad;
1970;293;1934;Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad;
2430;97;635;Filet Mignon, grilled filet of beef tenderloin accompanied by a brandy, shiitake mushroom cream sauce, served with rosemary roasted new potatoes and fresh vegetables;
2370;216;1414;Filet Mignon, grilled filet of beef tenderloin accompanied by a brandy, shiitake mushroom cream sauce, served with rosemary roasted new potatoes and fresh vegetables;
3300;172;1146;Filet Mignon, portobellini mushrooms, new potatoes & Brunello sauce;
1890;235;1549;Filet Mignon, portobellini mushrooms, new potatoes & Brunello sauce;
2780;384;2520;FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI;
3040;296;1952;FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI;
1770;222;1458;FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI;
1980;42;269;FILETTI DI SOGLIOLA CON ZUCCHINE E CARCIOFI;
2200;234;1540;FILLET OF SALMON, POACHED OR GRILLED;
2340;171;1144;Fiore Di Lacte FRESH MOZZARELLA, TOMATO & BASIL;
1610;119;806;First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads;
2550;192;1275;First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads;
2150;374;2461;First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads;
2860;91;590;Fish & Chips. Regular or Spicy;
3520;369;2420;Fish Chowder;
2170;255;1682;Fishermans Platter. Shrimp, Clam Fritters, Scallops, Clams & Haddock;
2500;176;1174;Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44;
2600;303;1995;Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44;
3180;203;1341;Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44;
1700;180;1207;Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44;
1700;352;2315;Flavored Coffee of the day ... ..96 ... 1.18 ... 1.44;
1650;63;400;Fleurie, Clos de la Roilette, 1999. (Beaujolais);
2200;197;1311;Flounder Fillet. Plain, simple and delicious...broiled or baked with buttery Bread Crumbs...with Seasonal Vegetables and choice of one Side;
2260;307;2021;Flounder Fillet. Plain, simple and delicious...broiled or baked with buttery Bread Crumbs...with Seasonal Vegetables and choice of one Side;
2530;271;1788;Flourless Chocolate Cake;
2730;217;1428;Fonds dartichauts;
1600;404;2646;For two CHARCUTERIE & PATES selection  Prosciutto, dry sausage, Lucullus style Langue de veau, pate en croute, duck foie gras confit, chicken liver pate, condiment & mustard;
2750;17;119;For Two ROASTED CHICKEN with garlic cloves, french fries Lami Louis style;
3340;204;1347;Foreau: Vouvray, Chenin Blanc;
1050;391;2562;Foreau: Vouvray, Chenin Blanc;
2270;306;2018;Fortune Cookies;
2790;117;793;Fortune Cookies;
2680;165;1108;Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce.;
2980;12;83;Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce.;
1830;270;1775;Four Seasons Jumbo shrimp, lobster, chicken, roast pork sauteed w. broccoli, red pepper, baby corn & waterchestnuts in a delicious brown sauce.;
2180;317;2085;Fraise;
3990;423;2783;Fraise;
1720;131;878;Framboise;
1560;106;703;Framboise;
2650;297;1958;Franciscan Oakville Estates 95 Napa;
2040;276;1821;Franciscan Oakville Estates 95 Napa;
2800;265;1744;FREE RANGE YOUNG CHICKEN WITH ROASTED POTATOES ROSEMARY AND OLIVES;
3140;191;1266;Freemark Abbey 1994, Napa;
1930;273;1800;French 75: Champagne, Brandy;
2490;412;2703;French Dressing;
820;143;957;French fries;
1610;281;1855;French fries;
1560;109;724;French fries;
1600;242;1598;French fries;
2420;216;1415;French fries Lami Louis sytle;
2170;402;2634;French fries Lami Louis sytle;
2440;322;2120;Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce;
1970;185;1237;Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce;
2910;103;682;Fresh Black Squid Ink Linguini with shrimp in spicy marinara sauce;
1780;2;18;Fresh Blackened Cajun Grouper;
2280;5;36;Fresh Blackened Cajun Grouper;
2550;136;907;Fresh Brewed Coffee;
2370;238;1567;Fresh dungeness crab cake with honey brown onion compote red pepper garlic mayonaise and balsamic reduction.  Twelve;
1870;90;585;Fresh dungeness crab cake with honey brown onion compote red pepper garlic mayonaise and balsamic reduction.  Twelve;
1440;137;918;Fresh Fried Onion Rings;
2210;225;1480;Fresh Fruit Cup;
2850;120;811;Fresh Fruit Cup;
2330;150;1008;Fresh Fruit Cup:  Small ...2.75   Large ...3.75;
3470;379;2488;Fresh Fruit Cup:  Small ...2.75   Large ...3.75;
2540;304;2001;Fresh Fruit Cup:  Small ...2.75   Large ...3.75;
1700;143;952;FRESH FRUIT TART;
3780;389;2545;FRESH FRUIT TART;
3390;362;2377;Fresh Iced Oysters;
1840;59;379;Fresh Iced Oysters;
2820;265;1747;Fresh Oysters from Diamond Point,  N. Y;
3350;326;2145;FRESH RAINBOW TROUT an 8 oz. boneless rainbow trout grilled and topped with a lemon, herb butter served with steamed Basmati rice and fresh vegetables;
3400;373;2454;FRESH RAINBOW TROUT an 8 oz. boneless rainbow trout grilled and topped with a lemon, herb butter served with steamed Basmati rice and fresh vegetables;
1750;6;40;FRESH RAINBOW TROUT an 8 oz. boneless rainbow trout grilled and topped with a lemon, herb butter served with steamed Basmati rice and fresh vegetables;
2130;46;292;Fresh Samanthas Juices ... 3.25;
1600;85;553;Fresh Seasonal Succotash;
2040;327;2152;Fresh Seasonal Succotash;
2890;322;2116;Fresh Seasonal Succotash;
2490;179;1196;Fresh Shrimp Chop Suey;
3590;370;2430;Fresh Shrimp Chop Suey;
2210;249;1640;Fresh Shrimp Chow Fun;
3150;251;1656;Fresh Shrimp Chow Fun;
3380;209;1374;Fresh Shrimp Fried Rice;
2980;69;447;Fresh Shrimp Fried Rice;
1890;265;1745;Fresh Shrimp Lo Mein;
1710;173;1155;Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95;
3250;395;2590;Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95;
1780;50;319;Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95;
3230;132;887;Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95;
2420;396;2596;Fresh Squeezed OJ or Grapefruit Juice ... 1.75/2.95;
1990;253;1666;Fresh Squeezed OJ or Grapefruit Juice ... 1.75/2.95;
1110;146;974;Fresh Squeezed OJ or Grapefruit Juice ... 1.75/2.95;
1660;422;2776;Fresh Squeezed Orange Juice;
2230;172;1150;Fricassee of Asparagus and Morels with a sweet garlic flan;
2580;197;1310;Fricassee of Asparagus and Morels with a sweet garlic flan;
2400;209;1373;Fried 1/2 Chicken w. Chicken Fried Rice;
1900;385;2524;Fried 1/2 Chicken w. French Fries;
1770;318;2090;Fried 1/2 Chicken w. Pork Fried Rice;
2170;407;2671;Fried 1/2 Chicken w. Shrimp Fried Rice;
2050;39;251;FRIED ARTICHOKES;
2110;57;363;FRIED ARTICHOKES ALLA GIUDEA;
3110;399;2615;FRIED ARTICHOKES ALLA GIUDEA;
1920;167;1117;Fried Boneless Chicken;
1330;88;568;Fried Chicken Nuggets (12);
3370;196;1302;Fried Chicken Nuggets (12);
2040;70;453;Fried Chicken Nuggets (12) w. Chicken Fried Rice;
2540;212;1393;Fried Chicken Nuggets (12) w. Chicken Fried Rice;
3730;416;2731;Fried Chicken Nuggets (12) w. French Fries;
2790;268;1764;Fried Chicken Wings (4);
2220;105;699;Fried Chicken Wings (4) w. Beef Fried Rice;
2560;120;808;Fried Chicken Wings (4) w. Beef Fried Rice;
1760;98;643;Fried Chicken Wings (4) w. Beef Fried Rice;
3360;332;2190;Fried Chicken Wings (4) w. French Fries;
2050;83;536;Fried Chicken Wings (4) w. French Fries;
2330;411;2694;Fried Chicken Wings (4) w. Plain Fried Rice;
3170;349;2300;Fried Chicken Wings (4) w. Plain Fried Rice;
2260;94;613;Fried Chicken Wings (4) w. Shrimp Fried Rice;
2390;15;101;FRIED CLAM;
1740;347;2289;Fried Crabmeat Stick;
2780;193;1282;Fried Crabmeat Stick;
1750;270;1778;Fried Fish (2) w. Beef Fried Rice;
3960;398;2608;Fried Fish (2) w. Beef Fried Rice;
2290;355;2331;Fried Fish (2) w. Plain Fried Rice;
1580;217;1422;Fried Fish (2) w. Plain Fried Rice;
2090;330;2175;Fried Fish (2) w. Pork Fried Rice;
2620;316;2079;Fried Fish (2) w. Pork Fried Rice;
2440;26;173;Fried Fish (2) w. Shrimp Fried Rice;
1910;164;1099;Fried Fresh Artichokes Alla Giudea (seasonal);
1930;293;1938;Fried Scallops (10);
2740;64;409;Fried Scallops (10) w. Beef Fried Rice;
2220;228;1498;Fried Scallops (10) w. Beef Fried Rice;
2520;383;2512;Fried Scallops (10) w. French Fries;
1760;357;2347;Fried Scallops (10) w. Plain Fried Rice;
1620;82;535;Fried Scallops (10) w. Plain Fried Rice;
1910;229;1504;Fried Scallops (10) w. Plain Fried Rice;
1870;92;602;Fried Shrimp (15) w. Chicken Fried Rice;
1880;189;1257;Fried Shrimp (15) w. French Fries;
2670;264;1741;Fried Shrimp (15) w. French Fries;
2280;415;2721;Fried Shrimp (15) w. Pork Fried Rice;
2180;104;690;Fried Smelts. Butterflied and Boneless;
3340;377;2472;Fried Smelts. Butterflied and Boneless;
2020;312;2055;Fried Smelts. Butterflied and Boneless;
3150;77;492;Fried Vegetable Dumplings (8);
2790;138;922;Fried Wonton (12);
2440;121;821;Fried Wonton (12);
2250;43;278;Frogs Leap, 1995, Napa;
1460;10;71;Frogs Leap, 1995, Napa;
3270;325;2141;Frogs Leap, 1995, Napa;
3230;421;2765;Fruit Platter: Sliced Fruit Served with your Choice of Cottage Cheese or Low Fat Yogurt with Tuna Salad;
2240;223;1464;Fume Blanc, Ferrari-Carano, 1999 (Sonoma);
2100;103;684;Fume Blanc, Ferrari-Carano, 1999 (Sonoma);
2300;12;84;Fusilli Al Salmone CORKSCREW PASTA WITH SALMON IN A PINK SAUCE;
1250;52;332;Fusilli Al Salmone CORKSCREW PASTA WITH SALMON IN A PINK SAUCE;
2680;16;115;Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25;
2110;347;2284;Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25;
1270;131;884;Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25;
2790;70;450;Gavi di Gavi Barrique, La Guardia;
1890;339;2227;Gavi di Gavi Barrique, La Guardia;
2440;89;576;Gavi di Gavi Barrique, La Guardia;
2080;304;2007;Gazpacho;
3620;416;2732;GELATI FATTI IN CASA;
2410;5;37;GELATI FATTI IN CASA;
3310;144;960;GENERAL TSOS CHICKEN Chunks chicken lightly fried w. hot bean sauce. This plate was devised by a private chef of General Tsos who was a famous general in Szechuan army.;
3410;202;1336;GENERAL TSOS CHICKEN Chunks chicken lightly fried w. hot bean sauce. This plate was devised by a private chef of General Tsos who was a famous general in Szechuan army.;
3230;344;2256;GENERAL TSOS SHRIMP;
2570;312;2053;Gewuertztraminer, Trimbach, Alsace, France 1998;
1930;2;14;Gewuertztraminer, Trimbach, Alsace, France 1998;
3080;297;1962;Gewuertztraminer, Trimbach, Alsace, France 1998;
2140;409;2678;Gewurtzraminer, Beringer;
2960;407;2666;Gewurtzraminer, Beringer;
2040;255;1680;Gewurtzraminer, Beringer;
1980;372;2447;Gewurztraminer Fieldstone 1996, Sonoma;
2160;90;578;Gewurztraminer Fieldstone 1996, Sonoma;
3240;145;965;Gewurztraminer Fieldstone 1996, Sonoma;
1100;68;437;Gewurztraminer, Cote de Rouffach, Mure, 1998 (Alsace);
2710;153;1021;Gewurztraminer, Cote de Rouffach, Mure, 1998 (Alsace);
3360;132;890;Geyser Peak 1996, Sonoma;
3250;221;1452;Gibson;
2290;124;839;ginger creme brulee;
3370;359;2357;Glass of Chardonnay Seppelt, 1996, Australia;
3340;159;1064;Glass of Chardonnay Seppelt, 1996, Australia;
2830;263;1734;Glenlivet;
1640;160;1071;Glenlivet;
2030;275;1810;Glenlivet;
2290;5;32;Gnocchi Bolognese HOMEMADE DUMPLINGS PASTA WITH MEAT SAUCE;
1230;248;1637;Gnocchi Bolognese HOMEMADE DUMPLINGS PASTA WITH MEAT SAUCE;
2130;227;1494;GNOCCHI CON FEGATINI DI POLLO chicken livers;
2000;39;252;GNOCCHI CON FEGATINI DI POLLO chicken livers;
1570;289;1914;GNOCCHI CON FEGATINI DI POLLO chicken livers;
3640;296;1954;Golden Bantam Corn on Cob;
2200;421;2771;Gordons Gin;
2420;180;1204;Gordons Gin;
1930;132;889;Gordons Gin;
2670;282;1857;Gouden Carolus;
2050;30;195;Gouden Carolus;
2870;111;745;Gouden Carolus;
1450;289;1915;Gouden Carolus;
3020;168;1127;Grapefruit Cocktail;
2310;255;1683;Grappa di Moscato Chiarlo;
2130;29;185;Grappa di Moscato Chiarlo;
2300;418;2742;Gratin Dauphinois;
1250;253;1669;Graves;
2030;86;558;Graves;
850;125;847;GRAVLAX SALMON, DILL-MARINATED;
870;95;625;Great Western, Extra Dry;
2370;198;1312;Great Western, Extra Dry (Split);
1940;313;2063;Greco di Tufo, Feudi di San Gregorio 1996 (Campania);
2390;343;2255;Greco di Tufo, Feudi di San Gregorio 1996 (Campania);
2220;245;1614;Greek Salad, Hearts of Romaine, Peppers, Stuffed Vine Leaves, Feta Cheese, Olives, Tomato and Red Onion ... 5.95;
2160;249;1645;Greek Salad, Hearts of Romaine, Peppers, Stuffed Vine Leaves, Feta Cheese, Olives, Tomato and Red Onion ... 5.95;
1060;276;1817;Greek Salad, Hearts of Romaine, Peppers, Stuffed Vine Leaves, Feta Cheese, Olives, Tomato and Red Onion ... 5.95;
3030;277;1824;Green Jade Scallops Fresh scallops sauteed w. black mushrooms, broccoli & waterchestnuts in house special sauce;
2320;365;2394;Green Salad;
1630;63;399;Green Salad;
2140;310;2040;Green Tea Ice Cream;
1130;422;2775;Green Tea Ice Cream;
2480;112;747;Green Tea Ice Cream;
1900;110;739;Grgich Hills 1995 Napa;
